CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
2964,MS.,MICHELLE,RICHARDSON,2/11/1975,S,F,michelle10@adventure-works.com,30000,0,Partial College,Skilled Manual,Y
2965,MS.,TAYLOR,LEE,5/06/1975,S,F,taylor68@adventure-works.com,30000,0,High School,Skilled Manual,Y
2966,MS.,BETH,CARLSON,15/10/1975,S,F,beth20@adventure-works.com,30000,0,High School,Skilled Manual,Y
2967,MS.,HANNAH,MOORE,23/12/1975,S,F,hannah8@adventure-works.com,60000,0,Partial College,Skilled Manual,N
2968,MR.,ROBERT,ALEXANDER,18/03/1974,M,M,robert30@adventure-works.com,30000,0,High School,Skilled Manual,Y
2969,MS.,CHLOE,BUTLER,1/05/1974,S,F,chloe81@adventure-works.com,30000,0,High School,Skilled Manual,Y
2970,MR.,CARLOS,PEREZ,13/05/1973,M,M,carlos30@adventure-works.com,70000,0,Partial College,Professional,N
2971,MS.,PATRICIA,SRINI,12/07/1973,S,F,patricia12@adventure-works.com,70000,0,Partial College,Professional,N
2972,MS.,CHRISTINA,MORRIS,22/08/1976,M,F,christina17@adventure-works.com,60000,0,Partial College,Professional,Y
2973,MR.,LAWRENCE,SANZ,21/10/1955,S,M,lawrence19@adventure-works.com,80000,2,High School,Skilled Manual,N
2974,MR.,RUBEN,SUAREZ,17/02/1955,M,M,ruben42@adventure-works.com,80000,2,High School,Skilled Manual,Y
2975,MR.,ARTHUR,CHANDRA,7/01/1956,M,M,arthur4@adventure-works.com,70000,2,High School,Skilled Manual,N
2976,MRS.,MELINDA,TORRES,19/02/1957,S,F,melinda7@adventure-works.com,80000,2,High School,Professional,N
2977,MR.,DENNIS,LIANG,8/04/1958,S,M,dennis18@adventure-works.com,130000,0,Graduate Degree,Management,N
2978,MR.,HUNTER,HUGHES,2/08/1973,S,M,hunter8@adventure-works.com,80000,0,Bachelors,Management,Y
2979,MS.,AMANDA,TORRES,27/06/1974,M,F,amanda13@adventure-works.com,60000,0,Partial College,Professional,Y
2980,MS.,LYDIA,SARA,22/04/1974,M,F,lydia9@adventure-works.com,60000,0,Partial College,Professional,Y
2981,MS.,MADISON,FOSTER,22/11/1959,M,F,madison28@adventure-works.com,130000,0,Graduate Degree,Management,Y
2982,MR.,NATHAN,WANG,19/09/1959,S,M,nathan21@adventure-works.com,160000,0,Graduate Degree,Management,N
2983,MRS.,STEPHANIE,MORRIS,12/05/1957,S,F,stephanie5@adventure-works.com,80000,2,Partial High School,Skilled Manual,N
2984,MRS.,DANIELLE,BELL,3/04/1957,S,F,danielle16@adventure-works.com,80000,2,Partial High School,Skilled Manual,Y
2985,MRS.,STEPHANIE,ADAMS,1/01/1957,M,F,stephanie60@adventure-works.com,60000,2,High School,Professional,N
2986,MRS.,MARY,GONZALEZ,28/02/1957,S,F,mary21@adventure-works.com,60000,2,High School,Professional,Y
2987,MR.,THOMAS,WRIGHT,14/07/1957,M,M,thomas56@adventure-works.com,70000,2,Partial College,Professional,Y
2988,MRS.,TANYA,RAMOS,5/04/1967,M,F,tanya14@adventure-works.com,80000,5,Bachelors,Professional,Y
2989,MRS.,CHERYL,SANZ,4/06/1967,M,F,cheryl23@adventure-works.com,90000,4,Bachelors,Professional,Y
2990,MRS.,LINDA,ALVAREZ,15/10/1962,S,F,linda19@adventure-works.com,70000,1,Partial College,Skilled Manual,N
2991,MR.,WYATT,MITCHELL,3/04/1962,M,M,wyatt40@adventure-works.com,60000,1,Bachelors,Professional,Y
2992,MRS.,GINA,HERNANDEZ,7/09/1962,M,F,gina4@adventure-works.com,60000,1,Bachelors,Professional,Y
2993,MR.,MANUEL,LOPEZ,16/05/1966,S,M,manuel15@adventure-works.com,100000,0,Graduate Degree,Management,N
2994,MR.,NATHANIEL,RIVERA,14/04/1966,S,M,nathaniel18@adventure-works.com,100000,0,Bachelors,Professional,Y
2995,MR.,JORGE,MA,26/06/1966,S,M,jorge18@adventure-works.com,110000,0,Graduate Degree,Management,Y
2996,MS.,TAMARA,HUANG,17/09/1966,S,F,tamara36@adventure-works.com,110000,0,Graduate Degree,Management,N
2997,MR.,REGINALD,MARTIN,10/04/1960,M,M,reginald8@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
2998,MR.,ALEJANDRO,KUMAR,3/07/1960,M,M,alejandro34@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
2999,MR.,NELSON,SANZ,27/04/1960,M,M,nelson19@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
3000,MR.,LANCE,ALONSO,24/11/1959,M,M,lance8@adventure-works.com,90000,1,Bachelors,Professional,Y
3001,MR.,JOHNNY,ANAND,14/06/1965,S,M,johnny23@adventure-works.com,70000,0,Bachelors,Professional,N
3002,MR.,RODNEY,RAMOS,22/12/1965,M,M,rodney13@adventure-works.com,80000,5,Bachelors,Professional,Y
3003,MR.,CEDRIC,SHARMA,27/11/1965,M,M,cedric30@adventure-works.com,80000,5,Bachelors,Professional,Y
3004,MRS.,NAOMI,TORRES,2/07/1965,M,F,naomi12@adventure-works.com,80000,5,Bachelors,Professional,Y
3005,MS.,MADISON,CLARK,18/07/1964,S,F,madison20@adventure-works.com,70000,0,Bachelors,Professional,Y
3006,MS.,PATRICK,SANDS,8/08/1964,S,F,patrick4@adventure-works.com,70000,0,Bachelors,Professional,N
3007,MS.,STACEY,LI,9/06/1964,S,F,stacey3@adventure-works.com,70000,0,Bachelors,Professional,N
3008,MR.,SAMUEL,DIAZ,27/07/1963,S,M,samuel21@adventure-works.com,70000,0,Bachelors,Professional,Y
3009,MRS.,MELODY,JIMENEZ,23/11/1962,S,F,melody6@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
3010,MR.,LARRY,SANZ,20/04/1962,S,M,larry22@adventure-works.com,70000,5,Bachelors,Professional,Y
3011,MR.,BRENT,MCDONALD,4/06/1962,M,M,brent16@adventure-works.com,70000,5,Bachelors,Professional,Y
3012,MRS.,JOY,SERRANO,21/02/1962,M,F,joy15@adventure-works.com,70000,5,Bachelors,Professional,Y
3013,MR.,RICKY,ALONSO,10/11/1958,S,M,ricky8@adventure-works.com,90000,2,Bachelors,Professional,Y
3014,MR.,JACK,LI,27/11/1958,S,M,jack27@adventure-works.com,90000,2,Bachelors,Management,N
3015,MR.,ALLEN,SMITH,24/03/1957,M,M,allen7@adventure-works.com,80000,1,Partial College,Skilled Manual,Y
3016,MR.,GABRIEL,ALEXANDER,27/04/1935,M,M,gabriel16@adventure-works.com,30000,2,Partial College,Clerical,N
3017,MRS.,BARBARA,XU,7/06/1949,M,F,barbara36@adventure-works.com,10000,2,High School,Skilled Manual,Y
3018,MR.,ROBERT,HARRIS,20/11/1976,S,M,robert72@adventure-works.com,30000,0,High School,Skilled Manual,Y
3019,MR.,JUSTIN,ROSS,27/02/1976,M,M,justin0@adventure-works.com,30000,0,High School,Skilled Manual,Y
3020,MR.,BRYAN,TOWNSEND,13/04/1976,S,M,bryan7@adventure-works.com,30000,0,High School,Skilled Manual,Y
3021,MR.,RYAN,ALEXANDER,23/11/1975,M,M,ryan22@adventure-works.com,40000,0,High School,Skilled Manual,Y
3022,MS.,LAUREN,PRICE,14/03/1976,S,F,lauren47@adventure-works.com,40000,0,High School,Skilled Manual,N
3023,MS.,CYNTHIA,SRINI,19/05/1976,S,F,cynthia13@adventure-works.com,40000,0,High School,Skilled Manual,Y
3024,MS.,NICOLE,BUTLER,6/04/1980,M,F,nicole63@adventure-works.com,30000,0,High School,Skilled Manual,Y
3025,MR.,JOHNNY,JAI,6/05/1980,S,M,johnny12@adventure-works.com,30000,0,High School,Skilled Manual,N
3026,MR.,NATHAN,LOPEZ,3/11/1980,M,M,nathan49@adventure-works.com,30000,0,High School,Skilled Manual,Y
3027,MR.,ROBERT,LAL,6/05/1980,S,M,robert41@adventure-works.com,30000,0,High School,Skilled Manual,N
3028,MR.,NATHAN,GARCIA,2/03/1980,M,M,nathan74@adventure-works.com,30000,0,High School,Skilled Manual,N
3029,MR.,MAURICE,CHANDER,20/02/1946,M,M,maurice16@adventure-works.com,10000,5,High School,Skilled Manual,N
3030,MR.,HAROLD,GARCIA,5/05/1937,S,M,harold12@adventure-works.com,40000,2,Bachelors,Management,Y
3031,MS.,ALEXANDRA,LOPEZ,25/05/1978,S,F,alexandra62@adventure-works.com,30000,0,Partial High School,Clerical,Y
3032,MS.,KAITLYN,GRAY,9/10/1978,S,F,kaitlyn62@adventure-works.com,40000,0,High School,Skilled Manual,N
3033,MS.,JENNIFER,LEWIS,16/10/1977,M,F,jennifer48@adventure-works.com,30000,0,Partial High School,Clerical,N
3034,MR.,MAURICE,NATH,24/11/1977,S,M,maurice19@adventure-works.com,30000,0,Partial High School,Clerical,Y
3035,MS.,JILLIAN,ARTHUR,19/04/1977,S,F,jillian7@adventure-works.com,30000,0,Partial High School,Clerical,Y
3036,MS.,AMANDA,RUSSELL,10/05/1977,S,F,amanda41@adventure-works.com,40000,0,High School,Skilled Manual,N
3037,MS.,PAIGE,GRIFFIN,10/09/1976,M,F,paige20@adventure-works.com,40000,0,High School,Skilled Manual,Y
3038,MR.,SAMUEL,GREEN,20/08/1979,S,M,samuel45@adventure-works.com,30000,0,Partial High School,Clerical,N
3039,MR.,JOHNATHAN,SRINI,26/09/1979,M,M,johnathan10@adventure-works.com,40000,0,High School,Skilled Manual,Y
3040,MS.,ALLISON,LOPEZ,24/04/1979,M,F,allison44@adventure-works.com,40000,0,High School,Skilled Manual,Y
3041,MR.,RAFAEL,LIN,24/11/1939,M,M,rafael8@adventure-works.com,40000,2,Bachelors,Management,Y
3042,MRS.,ALISHA,XU,19/05/1941,M,F,alisha29@adventure-works.com,40000,2,Bachelors,Management,Y
3043,MR.,FRANKLIN,LAL,11/09/1942,M,M,franklin26@adventure-works.com,40000,2,Bachelors,Management,Y
3044,MRS.,LISA,HUANG,27/02/1942,S,F,lisa9@adventure-works.com,60000,2,Graduate Degree,Management,Y
3045,MRS.,MONIQUE,BLANCO,6/10/1943,S,F,monique12@adventure-works.com,40000,2,Bachelors,Management,Y
3046,MR.,JACKSON,ZHANG,4/12/1976,S,M,jackson25@adventure-works.com,40000,0,Partial College,Skilled Manual,N
3047,MS.,MELISSA,HUGHES,13/01/1976,S,F,melissa6@adventure-works.com,40000,0,Partial College,Skilled Manual,N
3048,MS.,ALEXANDRA,GARCIA,24/07/1975,S,F,alexandra80@adventure-works.com,40000,0,High School,Skilled Manual,Y
3049,MR.,THOMAS,YANG,7/04/1975,S,M,thomas30@adventure-works.com,40000,0,High School,Skilled Manual,Y
3050,MR.,AIDAN,GONZALES,23/08/1974,M,M,aidan18@adventure-works.com,30000,0,Partial College,Skilled Manual,N
3051,MR.,DAKOTA,SIMMONS,11/06/1973,S,M,dakota12@adventure-works.com,60000,0,Partial College,Skilled Manual,N
3052,MR.,MICHAEL,ANDERSON,22/11/1972,S,M,michael42@adventure-works.com,70000,0,Partial College,Skilled Manual,N
3053,MR.,CHARLES,SANCHEZ,6/11/1972,S,M,charles65@adventure-works.com,70000,0,Partial College,Skilled Manual,N
3054,MS.,NATALIE,LOPEZ,22/04/1972,S,F,natalie64@adventure-works.com,70000,0,Partial College,Skilled Manual,N
3055,MS.,CHLOE,MARTIN,7/01/1972,M,F,chloe25@adventure-works.com,70000,0,Partial College,Skilled Manual,N
3056,MS.,SAMANTHA,GONZALES,4/06/1972,S,F,samantha39@adventure-works.com,80000,0,Bachelors,Management,N
3057,MS.,BRIANNA,TORRES,18/02/1968,S,F,brianna40@adventure-works.com,80000,0,Bachelors,Management,N
3058,MS.,EMMA,COOK,23/10/1968,S,F,emma29@adventure-works.com,80000,0,Bachelors,Management,N
3059,MRS.,ELIZABETH,ROSS,14/07/1967,S,F,elizabeth33@adventure-works.com,100000,1,Bachelors,Management,Y
3060,MS.,PAIGE,COOPER,11/06/1967,S,F,paige32@adventure-works.com,110000,0,Graduate Degree,Management,Y
3061,MS.,GABRIELLE,COOPER,17/06/1967,M,F,gabrielle9@adventure-works.com,120000,0,Bachelors,Management,Y
3062,MR.,DEVON,GOEL,13/07/1967,S,M,devon16@adventure-works.com,130000,0,Graduate Degree,Management,N
3063,MRS.,KAITLYN,MILLER,13/02/1942,M,F,kaitlyn28@adventure-works.com,80000,5,Bachelors,Management,Y
3064,MR.,ERICK,MEHTA,11/12/1979,M,M,erick13@adventure-works.com,10000,0,Partial College,Manual,Y
3065,MR.,JUSTIN,LI,11/09/1980,M,M,justin23@adventure-works.com,10000,0,Partial College,Manual,N
3066,MR.,SHANE,GONZALEZ,19/05/1978,S,M,shane21@adventure-works.com,10000,0,Partial College,Manual,Y
3067,MR.,ANDY,DOMINGUEZ,13/10/1978,M,M,andy17@adventure-works.com,10000,0,Partial College,Manual,N
3068,MS.,LACEY,ZHANG,8/02/1976,M,F,lacey12@adventure-works.com,10000,0,High School,Manual,Y
3069,MR.,IAN,HARRIS,20/01/1979,S,M,ian13@adventure-works.com,10000,1,High School,Manual,N
3070,MS.,MONICA,MARTINEZ,18/10/1979,M,F,monica17@adventure-works.com,20000,0,Bachelors,Clerical,Y
3071,MS.,REBEKAH,SERRANO,14/03/1979,M,F,rebekah36@adventure-works.com,20000,0,Bachelors,Clerical,N
3072,MR.,BRANDON,ROSS,20/01/1977,S,M,brandon1@adventure-works.com,10000,1,High School,Manual,N
3073,MR.,RICARDO,KUMAR,16/11/1977,S,M,ricardo7@adventure-works.com,20000,0,Bachelors,Clerical,Y
3074,MS.,CASSANDRA,FERNANDEZ,13/06/1977,S,F,cassandra17@adventure-works.com,20000,0,Partial College,Manual,N
3075,MR.,CLAYTON,XIE,10/08/1943,M,M,clayton23@adventure-works.com,20000,1,Partial College,Manual,Y
3076,MR.,LOUIS,SHE,5/04/1943,M,M,louis17@adventure-works.com,20000,2,Partial College,Manual,Y
3077,MRS.,JOY,RUIZ,6/10/1943,M,F,joy3@adventure-works.com,20000,2,Partial College,Manual,Y
3078,MR.,VINCENT,HE,16/10/1943,S,M,vincent18@adventure-works.com,20000,2,Partial College,Manual,Y
3079,MRS.,MEREDITH,SAI,25/03/1961,M,F,meredith4@adventure-works.com,30000,4,Graduate Degree,Clerical,Y
3080,MRS.,MEAGAN,SAI,8/07/1961,M,F,meagan6@adventure-works.com,30000,4,Graduate Degree,Clerical,Y
3081,MRS.,ANA,BRYANT,11/06/1960,S,F,ana16@adventure-works.com,10000,1,High School,Manual,N
3082,MR.,DAMIEN,ZHENG,13/09/1960,M,M,damien15@adventure-works.com,10000,1,High School,Manual,Y
3083,MRS.,JILL,SANDOVAL,13/03/1960,S,F,jill28@adventure-works.com,20000,1,Partial College,Manual,N
3084,MR.,LEE,GUTIERREZ,11/10/1959,M,M,lee9@adventure-works.com,10000,1,High School,Manual,Y
3085,MR.,JESSIE,YE,15/02/1959,S,M,jessie14@adventure-works.com,10000,1,High School,Manual,N
3086,MRS.,TONI,SARA,22/07/1959,M,F,toni10@adventure-works.com,20000,2,Partial College,Manual,Y
3087,MR.,MARCUS,RIVERA,17/03/1958,M,M,marcus83@adventure-works.com,30000,1,Graduate Degree,Clerical,Y
3088,MR.,SHAUN,SHARMA,12/03/1958,M,M,shaun10@adventure-works.com,30000,1,Graduate Degree,Clerical,Y
3089,MR.,DONALD,SRINI,27/10/1960,M,M,donald10@adventure-works.com,30000,3,Bachelors,Clerical,Y
3090,MR.,BILLY,MUNOZ,21/02/1959,M,M,billy9@adventure-works.com,30000,3,Bachelors,Clerical,Y
3091,MRS.,MARIE,MARTIN,26/10/1970,S,F,marie24@adventure-works.com,10000,2,High School,Manual,Y
3092,MR.,LUKE,TURNER,10/03/1970,S,M,luke36@adventure-works.com,20000,0,Partial College,Manual,N
3093,MR.,DYLAN,LEWIS,14/11/1970,S,M,dylan51@adventure-works.com,20000,0,Partial College,Manual,N
3094,MR.,WILLIE,GAO,9/10/1970,M,M,willie13@adventure-works.com,30000,0,Bachelors,Clerical,Y
3095,MS.,OLIVIA,MORRIS,10/09/1970,M,F,olivia26@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
3096,MR.,PRESTON,GONZALEZ,18/05/1969,S,M,preston16@adventure-works.com,20000,0,Partial College,Manual,N
3097,MR.,WILLIE,XU,14/04/1969,S,M,willie10@adventure-works.com,30000,0,Bachelors,Clerical,Y
3098,MR.,CRAIG,MORENO,4/02/1969,S,M,craig7@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
3099,MR.,JAY,MALHOTRA,12/11/1969,S,M,jay11@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
3100,MS.,BRITTNEY,HU,5/07/1969,M,F,brittney19@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
3101,MS.,CLAUDIA,LI,2/02/1969,S,F,claudia2@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
3102,MR.,BRETT,GARCIA,18/11/1969,M,M,brett14@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
3103,MS.,EBONY,GARCIA,23/10/1969,M,F,ebony15@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
3104,MS.,NATALIE,GRAY,28/04/1969,S,F,natalie18@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y
3105,MRS.,ELIZABETH,JENKINS,11/10/1922,M,F,elizabeth36@adventure-works.com,10000,3,Bachelors,Clerical,N
3106,MRS.,PAMELA,SUBRAM,2/04/1951,S,F,pamela16@adventure-works.com,10000,3,Partial College,Manual,Y
3107,MR.,EDWIN,GUO,25/09/1951,M,M,edwin18@adventure-works.com,20000,2,Partial College,Manual,Y
3108,MRS.,CARMEN,MARTINEZ,16/04/1968,S,F,carmen2@adventure-works.com,10000,3,High School,Manual,Y
3109,MRS.,REBEKAH,MORENO,2/11/1968,S,F,rebekah26@adventure-works.com,10000,3,High School,Manual,Y
3110,MRS.,MICHELE,LAL,5/09/1944,S,F,michele9@adventure-works.com,90000,5,Partial College,Professional,N
3111,MRS.,CARLA,GARCIA,21/04/1944,S,F,carla17@adventure-works.com,130000,3,Bachelors,Management,N
3112,MRS.,TONYA,SHAN,21/04/1945,M,F,tonya10@adventure-works.com,70000,5,High School,Professional,Y
3113,MR.,ALBERTO,DIAZ,8/09/1945,M,M,alberto4@adventure-works.com,70000,5,High School,Professional,Y
3114,MRS.,CYNTHIA,MEHTA,20/05/1945,M,F,cynthia19@adventure-works.com,110000,3,Bachelors,Management,Y
3115,,MINDY,RAI,8/03/1946,M,NA,mindy22@adventure-works.com,80000,5,Partial College,Professional,N
3116,MR.,KENNETH,NARA,22/05/1946,M,M,kenneth13@adventure-works.com,80000,5,Partial College,Professional,N
3117,MRS.,KATIE,RAJE,15/09/1946,S,F,katie16@adventure-works.com,90000,5,Partial College,Professional,N
3118,MRS.,CLAUDIA,XU,26/04/1946,S,F,claudia11@adventure-works.com,100000,2,Bachelors,Management,Y
3119,MR.,HENRY,PATEL,5/05/1946,M,M,henry5@adventure-works.com,100000,2,Bachelors,Management,Y
3120,MRS.,ADRIANA,CHANDRA,2/12/1946,M,F,adriana2@adventure-works.com,100000,3,Bachelors,Management,Y
3121,MR.,STEVE,LIN,20/09/1954,M,M,steve11@adventure-works.com,110000,3,Partial College,Professional,Y
3122,MR.,CALEB,JENKINS,27/10/1953,M,M,caleb3@adventure-works.com,170000,0,Bachelors,Management,Y
3123,MR.,FRANK,VAZQUEZ,19/11/1952,S,M,frank22@adventure-works.com,80000,4,Partial College,Professional,Y
3124,MRS.,KATRINA,TANG,26/06/1952,M,F,katrina3@adventure-works.com,80000,4,Partial College,Professional,Y
3125,MR.,EUGENE,LU,24/09/1952,M,M,eugene15@adventure-works.com,100000,3,Partial College,Professional,Y
3126,MRS.,MEAGAN,SANCHEZ,7/11/1951,M,F,meagan18@adventure-works.com,80000,4,High School,Professional,Y
3127,MRS.,KRISTA,MARTIN,1/09/1951,M,F,krista0@adventure-works.com,90000,4,High School,Professional,N
3128,MRS.,CANDACE,PATEL,23/05/1951,M,F,candace2@adventure-works.com,90000,4,High School,Professional,Y
3129,MR.,DERRICK,MARTIN,15/01/1951,M,M,derrick0@adventure-works.com,160000,4,Partial College,Professional,N
3130,MR.,RONALD,KAPOOR,23/08/1950,M,M,ronald3@adventure-works.com,90000,4,High School,Management,Y
3131,MRS.,CASSIE,RAI,26/01/1950,M,F,cassie16@adventure-works.com,120000,4,Partial College,Management,N
3132,MRS.,DAISY,ROMERO,12/11/1949,M,F,daisy5@adventure-works.com,110000,4,High School,Management,Y
3133,MR.,SAMUEL,ANDERSON,2/07/1949,M,M,samuel66@adventure-works.com,130000,4,High School,Management,Y
3134,MRS.,COLLEEN,GOEL,7/10/1948,M,F,colleen42@adventure-works.com,70000,5,Partial High School,Skilled Manual,Y
3135,MRS.,MARIE,SERRANO,10/04/1948,M,F,marie40@adventure-works.com,80000,5,High School,Management,Y
3136,MR.,CLAYTON,ZENG,19/07/1948,S,M,clayton19@adventure-works.com,90000,4,Partial High School,Skilled Manual,Y
3137,MR.,SETH,RODRIGUEZ,14/05/1947,S,M,seth19@adventure-works.com,80000,5,High School,Management,Y
3138,MRS.,CHELSEA,SARA,9/08/1947,M,F,chelsea11@adventure-works.com,80000,5,Partial High School,Skilled Manual,N
3139,MR.,WESLEY,WU,23/04/1947,S,M,wesley7@adventure-works.com,90000,5,Partial High School,Skilled Manual,Y
3140,MR.,EDWIN,WEST,6/07/1947,M,M,edwin1@adventure-works.com,100000,4,Partial High School,Professional,N
3141,MR.,JOSÉ,SARAIVA,21/09/1947,M,M,josé5@adventure-works.com,110000,4,Partial High School,Professional,Y
3142,MR.,EUGENE,XU,22/08/1947,S,M,eugene16@adventure-works.com,120000,5,High School,Management,Y
3143,MR.,CRAIG,RAMOS,9/04/1975,M,M,craig16@adventure-works.com,60000,0,Bachelors,Professional,Y
3144,MS.,JENNY,TANG,27/10/1976,M,F,jenny27@adventure-works.com,80000,0,Bachelors,Professional,Y
3145,MS.,EMMA,BRADLEY,15/03/1975,S,F,emma31@adventure-works.com,70000,0,Bachelors,Professional,N
3146,MR.,ERICK,MADAN,3/05/1975,S,M,erick7@adventure-works.com,80000,0,Bachelors,Professional,N
3147,MS.,AUTUMN,GUO,11/11/1975,M,F,autumn17@adventure-works.com,80000,0,Bachelors,Professional,Y
3148,MS.,ROBYN,MUNOZ,26/06/1975,S,F,robyn5@adventure-works.com,90000,0,Bachelors,Professional,Y
3149,MS.,STACEY,YANG,5/06/1975,S,F,stacey5@adventure-works.com,90000,0,Bachelors,Professional,N
3150,MR.,EDWIN,ZHENG,6/11/1974,S,M,edwin20@adventure-works.com,70000,0,Bachelors,Professional,N
3151,MR.,TERRANCE,LOPEZ,25/04/1974,S,M,terrance14@adventure-works.com,80000,0,Bachelors,Professional,N
3152,MR.,KARL,KUMAR,8/02/1974,S,M,karl8@adventure-works.com,90000,0,Bachelors,Professional,N
3153,MS.,CHRISTY,YE,1/11/1974,S,F,christy9@adventure-works.com,90000,0,Bachelors,Professional,N
3154,MS.,LATASHA,ROMERO,20/07/1974,M,F,latasha9@adventure-works.com,100000,0,High School,Management,Y
3155,MR.,GLENN,ZHAO,5/04/1972,S,M,glenn11@adventure-works.com,80000,0,Bachelors,Professional,N
3156,MS.,DAWN,ZHANG,27/07/1972,S,F,dawn1@adventure-works.com,80000,0,Bachelors,Professional,Y
3157,MR.,LARRY,RUBIO,28/05/1972,M,M,larry23@adventure-works.com,80000,0,Bachelors,Professional,N
3158,MS.,TAMARA,SHE,21/09/1973,S,F,tamara12@adventure-works.com,110000,0,Partial College,Management,Y
3159,MS.,ALISHA,CHEN,27/05/1972,M,F,alisha2@adventure-works.com,90000,0,Bachelors,Professional,N
3160,MS.,HEIDI,MEHTA,26/07/1972,S,F,heidi16@adventure-works.com,90000,0,Bachelors,Professional,N
3161,MS.,ALISON,XU,21/10/1972,M,F,alison4@adventure-works.com,100000,0,High School,Management,Y
3162,MR.,ARTURO,RAJE,21/08/1971,S,M,arturo39@adventure-works.com,80000,0,Bachelors,Professional,Y
3163,MR.,ALLEN,PEREZ,6/07/1971,S,M,allen19@adventure-works.com,80000,0,Bachelors,Professional,Y
3164,MR.,LUIS,COLEMAN,11/07/1971,S,M,luis4@adventure-works.com,90000,0,Bachelors,Professional,N
3165,MS.,KARI,SAI,5/08/1972,M,F,kari7@adventure-works.com,120000,0,Partial High School,Professional,Y
3166,MR.,OMAR,HUANG,18/03/1971,M,M,omar6@adventure-works.com,100000,0,High School,Management,Y
3167,MR.,RICARDO,SHE,27/06/1971,S,M,ricardo0@adventure-works.com,100000,0,High School,Management,Y
3168,MS.,GINA,ROMERO,17/06/1970,S,F,gina9@adventure-works.com,100000,0,High School,Management,Y
3169,MR.,LARRY,ALVAREZ,21/05/1970,M,M,larry6@adventure-works.com,100000,0,Partial High School,Professional,N
3170,MS.,ABIGAIL,RICHARDSON,26/11/1970,M,F,abigail14@adventure-works.com,110000,0,High School,Management,Y
3171,MS.,KATE,ANDERSEN,11/04/1970,M,F,kate10@adventure-works.com,120000,0,Partial High School,Professional,Y
3172,MR.,JAY,GONZALEZ,4/06/1970,M,M,jay25@adventure-works.com,120000,0,Partial High School,Professional,Y
3173,MRS.,MARIA,PETERSON,19/06/1941,M,F,maria17@adventure-works.com,70000,5,Bachelors,Management,Y
3174,MRS.,CAROLINE,FOSTER,18/06/1941,M,F,caroline17@adventure-works.com,80000,4,Bachelors,Management,N
3175,MRS.,GRACE,WOOD,27/10/1941,M,F,grace49@adventure-works.com,110000,2,Graduate Degree,Management,Y
3176,MR.,RAFAEL,YE,2/06/1942,M,M,rafael10@adventure-works.com,70000,5,Bachelors,Management,Y
3177,MRS.,GREGORY,WINSTON,4/04/1942,S,F,gregory27@adventure-works.com,90000,5,Bachelors,Management,Y
3178,MRS.,JENNIFER,GRIFFIN,11/03/1942,M,F,jennifer94@adventure-works.com,90000,5,Bachelors,Management,Y
3179,MRS.,ANA,RUSSELL,2/11/1942,M,F,ana18@adventure-works.com,90000,5,Bachelors,Management,Y
3180,MR.,DEVIN,GARCIA,7/03/1942,S,M,devin15@adventure-works.com,90000,5,Bachelors,Management,Y
3181,MR.,HUNTER,ALLEN,27/02/1942,M,M,hunter57@adventure-works.com,90000,5,Bachelors,Management,Y
3182,MRS.,MISTY,TANG,2/03/1942,M,F,misty5@adventure-works.com,100000,2,Graduate Degree,Management,Y
3183,MR.,EDUARDO,THOMAS,9/01/1942,M,M,eduardo9@adventure-works.com,110000,2,Graduate Degree,Management,Y
3184,MR.,ADAM,COLLINS,3/08/1942,S,M,adam32@adventure-works.com,130000,2,Bachelors,Management,N
3185,MR.,ALEX,BROOKS,22/08/1942,M,M,alex4@adventure-works.com,170000,2,Graduate Degree,Management,Y
3186,MRS.,DESTINY,COOK,4/06/1943,M,F,destiny28@adventure-works.com,100000,2,Graduate Degree,Management,Y
3187,MR.,EDUARDO,SCOTT,20/10/1943,S,M,eduardo29@adventure-works.com,110000,2,Bachelors,Management,Y
3188,MRS.,TABITHA,GILL,1/09/1943,M,F,tabitha34@adventure-works.com,110000,2,Bachelors,Management,N
3189,MR.,JONATHAN,JACKSON,26/02/1943,S,M,jonathan65@adventure-works.com,110000,2,Bachelors,Management,Y
3190,MRS.,ELIZABETH,ROBINSON,17/05/1943,S,F,elizabeth22@adventure-works.com,170000,2,Graduate Degree,Management,N
3191,MR.,JAMES,CARTER,1/02/1943,M,M,james60@adventure-works.com,170000,2,Graduate Degree,Management,Y
3192,MRS.,HALEY,FOSTER,18/07/1944,S,F,haley35@adventure-works.com,70000,4,Bachelors,Management,Y
3193,MR.,ANTONIO,FLORES,3/03/1953,S,M,antonio12@adventure-works.com,40000,3,Partial College,Skilled Manual,Y
